"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"8150877"	8150877	"small nucleolar RNA, C/D box 54"	"SNORD54"	"26795"	""	""	""	"Homo sapiens small nucleolar RNA, C/D box 54 (SNORD54), small nucleolar RNA///H.sapiens mRNA for U54 small nuclear RNA"	"71533177///1321838"	"NR_002437///X96653"	NA	NA	"chr8:56986397-56986460"	"8q12"	"Chromosome 8, NC_000008.11 (56073839..56073901, complement)"	""	""	""	""	""	""	-0.910965952380953	6.34019918367347	-8.77298032092185	4.83387041050728e-14	1.13347452858212e-11	21.549959857578
"8060705"	8060705	"mitochondrial antiviral signaling protein"	"MAVS"	"57506"	""	""	""	"Homo sapiens mitochondrial antiviral signaling protein (MAVS), transcript variant 3, mRNA///Homo sapiens mitochondrial antiviral signaling protein (MAVS), transcript variant 1, mRNA///Homo sapiens mitochondrial antiviral signaling protein (MAVS), transcript variant 2, non-coding RNA///Homo sapiens Ips-1 mRNA, complete cds///Homo sapiens cDNA FLJ27482 fis, clone PCD04339///Homo sapiens cDNA FLJ76894 complete cds///Homo sapiens mRNA; cDNA DKFZp666M015 (from clone DKFZp666M015)///Homo sapiens virus-induced signaling adapter, mRNA (cDNA clone MGC:50830 IMAGE:5751684), complete cds///Homo sapiens virus-induced signaling adapter (VISA) mRNA, complete cds///Homo sapiens mitochondrial anti-viral signaling protein (MAVS) mRNA, complete cds; nuclear gene for mitochondrial product///Homo sapiens CARDIF mRNA, complete cds///Homo sapiens virus-induced signaling adaptor variant 1a (VISA) mRNA, complete cds, alternatively spliced///Homo sapiens virus-induced signaling adapter variant 1b (VISA) mRNA, complete cds, alternatively spliced///Homo sapiens mitochondrial antiviral signaling protein (MAVS) mRNA, complete cds; nuclear gene for mitochondrial product///Homo sapiens mRNA for putative NFkB activating protein, complete cds, clone: 031N"	"330688442///325053645///325053646///88193717///34528234///158257001///21734386///27924144///76782230///73672473///75490698///149363854///149363856///452089845///31455460"	"NM_001206491///NM_020746///NR_037921///AB232371///AK130992///AK291785///AL833736///BC044952///DQ167126///DQ174270///DQ181928///EF467323///EF467324///KC415005///AB097003"	NA	NA	"chr20:3827476-3849280"	"20p13"	"Chromosome 20, NC_000020.11 (3846799..3876123)"	"CARD domain binding///protein binding///protein kinase binding///signal transducer activity"	"RIG-I signaling pathway///activation of innate immune response///cellular response to exogenous dsRNA///defense response to bacterium///defense response to virus///innate immune response///innate immune response///negative regulation of type I interferon production///negative regulation of viral genome replication///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of IP-10 production///positive regulation of chemokine (C-C motif) ligand 5 production///positive regulation of defense response to virus by host///positive regulation of defense response to virus by host///positive regulation of interferon-alpha production///positive regulation of interferon-alpha production///positive regulation of interferon-beta production///positive regulation of interferon-beta production///positive regulation of interleukin-8 production///positive regulation of protein import into nucleus, translocation///positive regulation of protein phosphorylation///positive regulation of sequence-specific DNA binding transcription factor activity///positive regulation of transcription factor import into nucleus///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///positive regulation of type I interferon-mediated signaling pathway///regulation of peroxisome organization///signal transduction"	"integral component of membrane///mitochondrial membrane///mitochondrial outer membrane///mitochondrial outer membrane///mitochondrion///peroxisomal membrane"	"GO:0050700///GO:0005515///GO:0019901///GO:0004871"	"GO:0039529///GO:0002218///GO:0071360///GO:0042742///GO:0051607///GO:0045087///GO:0045087///GO:0032480///GO:0045071///GO:0043123///GO:0071660///GO:0071651///GO:0002230///GO:0002230///GO:0032727///GO:0032727///GO:0032728///GO:0032728///GO:0032757///GO:0033160///GO:0001934///GO:0051091///GO:0042993///GO:0045944///GO:0032760///GO:0060340///GO:1900063///GO:0007165"	"GO:0016021///GO:0031966///GO:0005741///GO:0005741///GO:0005739///GO:0005778"	0.441375000000006	8.92868785714286	8.76008318733676	5.15698764607621e-14	1.20078473882098e-11	21.4869077622645
"7910372"	7910372	"ring finger protein 187"	"RNF187"	"149603"	""	""	""	"Homo sapiens ring finger protein 187 (RNF187), mRNA///Homo sapiens ring finger protein 187, mRNA (cDNA clone IMAGE:5093646)///Homo sapiens mRNA for nuclear receptor co-repressor, partial cds"	"256225837///51873986///4519939"	"NM_001010858///BC080645///AB019524"	NA	NA	"chr1:228675068-228683467"	"1q42.13"	"Chromosome 1, NC_000001.11 (228487367..228496188)"	"ligase activity///protein binding///ubiquitin-protein transferase activity///zinc ion binding"	"positive regulation of cell proliferation///positive regulation of transcription, DNA-templated///proteasome-mediated ubiquitin-dependent protein catabolic process///protein K48-linked ubiquitination///protein autoubiquitination"	"cytoplasm///nucleoplasm///nucleus"	"GO:0016874///GO:0005515///GO:0004842///GO:0008270"	"GO:0008284///GO:0045893///GO:0043161///GO:0070936///GO:0051865"	"GO:0005737///GO:0005654///GO:0005634"	0.318753333333337	9.60867071428572	8.75864534554672	5.19431972188522e-14	1.20107822069175e-11	21.4798790117908
"7953383"	7953383	"small Cajal body-specific RNA 10"	"SCARNA10"	"692148"	""	""	""	"Homo sapiens small Cajal body-specific RNA 10 (SCARNA10), guide RNA"	"161087007"	"NR_004387"	NA	NA	"chr12:6619388-6619717"	"12p13.31"	"Chromosome 12, NC_000012.12 (6510222..6510551)"	""	""	""	""	""	""	-0.943245952380956	8.43855132653061	-8.73073580800733	5.97480029638182e-14	1.37202017564569e-11	21.3434716279088
"8092849"	8092849	"ATPase 13A3"	"ATP13A3"	"79572"	""	""	""	"Homo sapiens ATPase 13A3 (ATP13A3), mRNA///Homo sapiens ORF for hypothetical protein"	"148839291///16516657"	"NM_024524///AJ306929"	NA	NA	"chr3:194123403-194182919"	"3q29"	"Chromosome 3, NC_000003.12 (194402674..194487006, complement)"	"ATP binding///cation-transporting ATPase activity///metal ion binding"	"cation transmembrane transport///cellular calcium ion homeostasis"	"integral component of plasma membrane///intracellular membrane-bounded organelle///membrane"	"GO:0005524///GO:0019829///GO:0046872"	"GO:0098655///GO:0006874"	"GO:0005887///GO:0043231///GO:0016020"	-0.337484047619043	9.50097724489796	-8.71940768295613	6.32401826263299e-14	1.44226600062254e-11	21.288119769466
"8026182"	8026182	"methylthioribose-1-phosphate isomerase 1"	"MRI1"	"84245"	""	""	""	"Homo sapiens methylthioribose-1-phosphate isomerase 1 (MRI1), transcript variant 1, mRNA///Homo sapiens methylthioribose-1-phosphate isomerase 1 (MRI1), transcript variant 2, mRNA///PREDICTED: Homo sapiens methylthioribose-1-phosphate isomerase 1 (MRI1), transcript variant X3, misc_RNA///Homo sapiens mRNA; cDNA DKFZp547E2313 (from clone DKFZp547E2313)///Homo sapiens clone DNA142955 TLEA6390 (UNQ6390) mRNA, complete cds///Homo sapiens methylthioribose-1-phosphate isomerase homolog (S. cerevisiae), mRNA (cDNA clone MGC:3207 IMAGE:3501899), complete cds"	"1044635705///1044635693///1034609688///21739848///37181459///12804572"	"NM_001031727///NM_032285///XR_244089///AL834276///AY358176///BC001703"	NA	NA	"chr19:13875337-13885096"	"19p13.2"	"Chromosome 19, NC_000019.10 (13764492..13774282)"	"S-methyl-5-thioribose-1-phosphate isomerase activity///S-methyl-5-thioribose-1-phosphate isomerase activity///identical protein binding"	"L-methionine biosynthetic process from S-adenosylmethionine///L-methionine biosynthetic process from methylthioadenosine///L-methionine biosynthetic process from methylthioadenosine///L-methionine biosynthetic process from methylthioadenosine"	"cell projection///cytoplasm///cytoplasm///cytosol///nucleolus"	"GO:0046523///GO:0046523///GO:0042802"	"GO:0019284///GO:0019509///GO:0019509///GO:0019509"	"GO:0042995///GO:0005737///GO:0005737///GO:0005829///GO:0005730"	0.311572857142853	9.57956244897959	8.7148746770306	6.46939739559005e-14	1.46538452436028e-11	21.2659727741504
"7911720"	7911720	"peroxisomal biogenesis factor 10"	"PEX10"	"5192"	""	""	""	"Homo sapiens peroxisomal biogenesis factor 10 (PEX10), transcript variant 2, mRNA///Homo sapiens peroxisomal biogenesis factor 10 (PEX10), transcript variant 1, mRNA///Homo sapiens PEX10 mRNA for peroxisome biogenesis factor (peroxin) 10, complete cds///Homo sapiens peroxisome assembly protein PEX10 mRNA, complete cds///Homo sapiens peroxisomal biogenesis factor 10, mRNA (cDNA clone MGC:1998 IMAGE:3163782), complete cds///Homo sapiens peroxisomal biogenesis factor 10, mRNA (cDNA clone MGC:9136 IMAGE:3882695), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834G1036D for gene PEX10, peroxisome biogenesis factor 10; complete cds, incl. stopcodon"	"24797087///24797088///6518430///3170652///37588974///17390442///49457106"	"NM_002617///NM_153818///AB013818///AF060502///BC000543///BC018198///CR542077"	NA	NA	"chr1:2336236-2344014"	"1p36.32"	"Chromosome 1, NC_000001.11 (2404802..2412622, complement)"	"protein binding///zinc ion binding"	"peroxisome organization///protein import into peroxisome matrix"	"integral component of peroxisomal membrane///peroxisome"	"GO:0005515///GO:0008270"	"GO:0007031///GO:0016558"	"GO:0005779///GO:0005777"	0.343190952380954	7.76793295918367	8.71073597217886	6.60503985580385e-14	1.48600008161284e-11	21.245753393887
"7893399"	7893399	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	0.321779761904763	10.5853112244898	8.70414073067075	6.8270788916076e-14	1.52564594532791e-11	21.2135350815668
"7932616"	7932616	"abl interactor 1"	"ABI1"	"10006"	""	""	""	"Homo sapiens abl interactor 1 (ABI1), transcript variant 2, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 3, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 4, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 5, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 6, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 7, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 8, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 9, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 10, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 11, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 12, mRNA///Homo sapiens abl interactor 1 (ABI1), transcript variant 1, mRNA///Homo sapiens mRNA for hNap1 Binding Protein, complete cds///Homo sapiens interactor protein AblBP4 (AblBP4) mRNA, complete cds///Homo sapiens eps8 binding protein e3B1 mRNA, complete cds///Homo sapiens Abl-interactor protein 1 long (AbI1) mRNA, complete cds///Homo sapiens Abl-interactor 1 (SSH3BP1) mRNA, complete cds///Homo sapiens abl-interactor 1, mRNA (cDNA clone MGC:4024 IMAGE:3531592), complete cds///Homo sapiens abl-interactor 1 variant 41 mRNA, complete cds///Homo sapiens abl-interactor 1 variant 21 mRNA, complete cds///Homo sapiens abl-interactor 1 variant 72 mRNA, complete cds///Homo sapiens spectrin SH3 domain binding protein 1 (SSH3BP1) mRNA, complete cds"	"296010947///296010948///296010949///296010982///296010989///296010992///296010994///296010996///296010998///296011000///296011002///296010946///14164309///4100618///2245670///7839525///23344114///33879342///211908976///211908978///211908980///3165428"	"NM_001012750///NM_001012751///NM_001012752///NM_001178116///NM_001178119///NM_001178120///NM_001178121///NM_001178122///NM_001178123///NM_001178124///NM_001178125///NM_005470///AB040151///AF001628///AF006516///AF260262///AF540955///BC024254///FJ380057///FJ380058///FJ380059///U87166"	NA	NA	"chr10:27035522-27149993"	"10p11.2"	"Chromosome 10, NC_000010.11 (26746596..26861087, complement)"	"cadherin binding involved in cell-cell adhesion///cytoskeletal protein binding///protein binding///protein complex binding///protein tyrosine kinase activator activity"	"Fc-gamma receptor signaling pathway involved in phagocytosis///actin polymerization or depolymerization///cell-cell adhesion///lamellipodium morphogenesis///megakaryocyte development///movement of cell or subcellular component///negative regulation of cell proliferation///peptidyl-tyrosine phosphorylation///positive regulation of protein tyrosine kinase activity///somitogenesis///transmembrane receptor protein tyrosine kinase signaling pathway///vascular endothelial growth factor receptor signaling pathway///viral process"	"SCAR complex///cell-cell adherens junction///cytoskeleton///cytosol///endoplasmic reticulum///extracellular exosome///filopodium///growth cone///intracellular///lamellipodium///nucleus///postsynaptic density///postsynaptic membrane"	"GO:0098641///GO:0008092///GO:0005515///GO:0032403///GO:0030296"	"GO:0038096///GO:0008154///GO:0098609///GO:0072673///GO:0035855///GO:0006928///GO:0008285///GO:0018108///GO:0061098///GO:0001756///GO:0007169///GO:0048010///GO:0016032"	"GO:0031209///GO:0005913///GO:0005856///GO:0005829///GO:0005783///GO:0070062///GO:0030175///GO:0030426///GO:0005622///GO:0030027///GO:0005634///GO:0014069///GO:0045211"	-0.243693928571432	9.85553591836735	-8.69526820117743	7.13757489850845e-14	1.58439887597091e-11	21.1701965589904
"7911289"	7911289	"zinc finger protein 672"	"ZNF672"	"79894"	""	""	""	"Homo sapiens zinc finger protein 672, mRNA (cDNA clone IMAGE:4136336), complete cds///Homo sapiens zinc finger protein 672, mRNA (cDNA clone MGC:43244 IMAGE:5264126), complete cds///Homo sapiens zinc finger protein 672, mRNA (cDNA clone MGC:51164 IMAGE:5260682), complete cds///Homo sapiens zinc finger protein 672 (ZNF672), mRNA///PREDICTED: Homo sapiens zinc finger protein 672 (ZNF672), transcript variant X1, mRNA///Homo sapiens zinc finger protein 672, mRNA (cDNA clone MGC:87260 IMAGE:4824147), complete cds///Homo sapiens zinc finger protein 672, mRNA (cDNA clone IMAGE:5175166)"	"14250803///23243250///30047722///733215954///530366786///46329674///20381058"	"BC008872///BC035140///BC050348///NM_024836///XM_005270336///BC068506///BC029310"	NA	NA	"chr1:249132530-249143716"	"1q44"	"Chromosome 1, NC_000001.11 (248838178..248849517)"	"DNA binding///metal ion binding"	"regulation of transcription, DNA-templated///transcription, DNA-templated"	"nucleus"	"GO:0003677///GO:0046872"	"GO:0006355///GO:0006351"	"GO:0005634"	0.334313571428568	8.77532734693878	8.69385559435114	7.18829278787085e-14	1.58508996660752e-11	21.1632970600681
"7964246"	7964246	"small nucleolar RNA, C/D box 59B"	"SNORD59B"	"692090"	""	""	""	"Homo sapiens small nucleolar RNA, C/D box 59B (SNORD59B), small nucleolar RNA"	"94818685"	"NR_003046"	NA	NA	"chr12:57037464-57037534"	"12q13.3"	"Chromosome 12, NC_000012.12 (56643680..56643754, complement)"	""	""	""	""	""	""	-0.707079047619047	7.82859867346939	-8.6893526354136	7.35237738954966e-14	1.61060598644628e-11	21.1413044559152
"7916643"	7916643	"TM2 domain containing 1"	"TM2D1"	"83941"	""	""	""	"Homo sapiens TM2 domain containing 1 (TM2D1), transcript variant 1, mRNA///Homo sapiens TM2 domain containing 1 (TM2D1), transcript variant 2, non-coding RNA///Homo sapiens beta-amyloid binding protein precursor (BBP) mRNA, complete cds///Homo sapiens TM2 domain containing 1, mRNA (cDNA clone MGC:32941 IMAGE:5271098), complete cds///Homo sapiens cDNA, FLJ18486///Homo sapiens cDNA, FLJ18747"	"17738309///994321514///13625458///20809565///164696208///164697438"	"NM_032027///NR_135160///AF353990///BC029486///AK311444///AK311705"	NA	NA	"chr1:62146717-62191095"	"1p31.3"	"Chromosome 1, NC_000001.11 (61681047..61725423, complement)"	"G-protein coupled receptor activity///beta-amyloid binding"	"G-protein coupled receptor signaling pathway///apoptotic signaling pathway"	"integral component of plasma membrane///nucleoplasm"	"GO:0004930///GO:0001540"	"GO:0007186///GO:0097190"	"GO:0005887///GO:0005654"	-0.325287619047619	7.82421275510204	-8.68764845264686	7.41544641278601e-14	1.61380470069631e-11	21.132981524
"7894350"	7894350	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	-0.675825714285711	7.69178153061224	-8.68524360234318	7.50536500547784e-14	1.62276713368439e-11	21.1212369860277
"7938293"	7938293	"small nucleolar RNA, H/ACA box 3B"	"SNORA3B"	"677826"	""	""	""	"Homo sapiens small nucleolar RNA, H/ACA box 3B (SNORA3B), small nucleolar RNA"	"91680848"	"NR_002977"	NA	NA	"chr11:8706987-8707116"	"11p15.4"	"Chromosome 11, NC_000011.10 (8685439..8685569)"	""	""	""	""	""	""	-0.485288809523807	7.54628244897959	-8.67404924131566	7.93845192305046e-14	1.70533312052781e-11	21.0665723682909
"8148772"	8148772	"HGH1 homolog"	"HGH1"	"51236"	""	""	""	"Homo sapiens HGH1 homolog (HGH1), mRNA///Homo sapiens HSPC188 mRNA, complete cds///Homo sapiens chromosome 8 open reading frame 30A, mRNA (cDNA clone MGC:4355 IMAGE:2822563), complete cds///Homo sapiens chromosome 8 open reading frame 30A, mRNA (cDNA clone MGC:2733 IMAGE:2822563), complete cds"	"611434967///7106765///12804348///33869753"	"NM_016458///AF151022///BC003035///BC009915"	NA	NA	"chr8:145192672-145195620"	"8q24.3"	"Chromosome 8, NC_000008.11 (144137721..144140843)"	"molecular_function"	"biological_process"	"cellular_component"	"GO:0003674"	"GO:0008150"	"GO:0005575"	0.290627738095237	7.91162948979592	8.6699717204416	8.1023209918069e-14	1.72937809015509e-11	21.0466630223904
"8079563"	8079563	"DEAH-box helicase 30"	"DHX30"	"22907"	""	""	""	"Homo sapiens cDNA FLJ11214 fis, clone PLACE1007990///Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30, mRNA (cDNA clone IMAGE:4553927), complete cds///Homo sapiens DEAH-box helicase 30 (DHX30), transcript variant 2, mRNA///Homo sapiens DEAH-box helicase 30 (DHX30), transcript variant 1, mRNA///Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30, mRNA (cDNA clone MGC:9082 IMAGE:3911049), complete cds///Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30, mRNA (cDNA clone MGC:21290 IMAGE:4339419), complete cds///Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30, mRNA (cDNA clone MGC:34339 IMAGE:5171702), complete cds///Homo sapiens cDNA FLJ39472 fis, clone PROST2012888"	"7023738///40226488///226443067///226443064///15929148///18043039///23468231///21756360"	"AK002076///BC014237///NM_014966///NM_138615///BC015029///BC020126///BC038417///AK096791"	NA	NA	"chr3:47844621-47891683"	"3p21.31"	"Chromosome 3, NC_000003.12 (47802909..47850196)"	"ATP binding///ATP-dependent RNA helicase activity///chromatin binding///double-stranded RNA binding///poly(A) RNA binding///poly(A) RNA binding///protein binding"	"RNA processing///mitochondrial large ribosomal subunit assembly"	"cytoplasm///mitochondrial nucleoid///mitochondrion///nucleus///ribonucleoprotein granule"	"GO:0005524///GO:0004004///GO:0003682///GO:0003725///GO:0044822///GO:0044822///GO:0005515"	"GO:0006396///GO:1902775"	"GO:0005737///GO:0042645///GO:0005739///GO:0005634///GO:0035770"	0.219771309523804	9.58129469387755	8.65676918687515	8.65641059106123e-14	1.83587581815647e-11	20.9822067394947
"7977241"	7977241	"inverted formin, FH2 and WH2 domain containing"	"INF2"	"64423"	""	""	""	"Homo sapiens inverted formin, FH2 and WH2 domain containing (INF2), transcript variant 3, mRNA///Homo sapiens cDNA FLJ75252 complete cds///Homo sapiens inverted formin, FH2 and WH2 domain containing, mRNA (cDNA clone IMAGE:4053416), complete cds///Homo sapiens inverted formin, FH2 and WH2 domain containing (INF2), transcript variant 2, mRNA///Homo sapiens inverted formin, FH2 and WH2 domain containing (INF2), transcript variant 1, mRNA"	"301069332///158261188///13544085///149999377///149999379"	"NM_032714///AK290083///BC006173///NM_001031714///NM_022489"	NA	NA	"chr14:105155958-105172509"	"14q32.33"	"Chromosome 14, NC_000014.9 (104689606..104719610)"	"Rho GTPase binding///actin binding"	"actin cytoskeleton organization///regulation of mitochondrial fission"	"perinuclear region of cytoplasm"	"GO:0017048///GO:0003779"	"GO:0030036///GO:0090140"	"GO:0048471"	0.500642738095237	8.33702306122449	8.65324499750233	8.81060087715849e-14	1.85675048991612e-11	20.9650032835984
"8063903"	8063903	"ribosomal protein S21"	"RPS21"	"6227"	""	""	""	"Homo sapiens ribosomal protein S21 (RPS21), mRNA///Homo sapiens ribosomal protein S21, mRNA (cDNA clone MGC:24397 IMAGE:4066330), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834C1123D for gene RPS21, ribosomal protein S21; complete cds, without stopcodon///Human ribosomal protein S21 (RPS21) mRNA, complete cds///Homo sapiens ribosomal protein S21, mRNA (cDNA clone MGC:9438 IMAGE:3903320), complete cds///Homo sapiens cDNA clone IMAGE:4639963, **** WARNING: chimeric clone ****"	"71483115///18314560///49457259///292444///17390309///92444126"	"NM_001024///BC021990///CR542132///L04483///BC018140///BC021270"	NA	NA	"chr20:60962105-60963576"	"20q13.3"	"Chromosome 20, NC_000020.11 (62387065..62388520)"	"poly(A) RNA binding///protein N-terminus binding///structural constituent of ribosome"	"SRP-dependent cotranslational protein targeting to membrane///endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///translation///translation///translational initiation///viral transcription"	"cytoplasm///cytosol///cytosolic small ribosomal subunit///cytosolic small ribosomal subunit///nucleoplasm///small ribosomal subunit"	"GO:0044822///GO:0047485///GO:0003735"	"GO:0006614///GO:0000447///GO:0000461///GO:0000184///GO:0006364///GO:0006412///GO:0006412///GO:0006413///GO:0019083"	"GO:0005737///GO:0005829///GO:0022627///GO:0022627///GO:0005654///GO:0015935"	-0.603802142857143	8.13203244897959	-8.64792447908573	9.04858834665325e-14	1.8949109822548e-11	20.9390326253553
"7946228"	7946228	"tripeptidyl peptidase 1"	"TPP1"	"1200"	""	""	""	"Homo sapiens tripeptidyl peptidase 1 (TPP1), mRNA///Homo sapiens lysosomal pepstatin insensitive protease (CLN2) mRNA, complete cds///Homo sapiens growth-inhibiting protein 1 mRNA, complete cds///Homo sapiens clone DNA39520 CLN2 (UNQ267) mRNA, complete cds///Homo sapiens tripeptidyl peptidase I, mRNA (cDNA clone MGC:21297 IMAGE:4385872), complete cds"	"118582287///2408231///34452678///37182126///15928807"	"NM_000391///AF017456///AY268890///AY358502///BC014863"	NA	NA	"chr11:6634000-6640660"	"11p15"	"Chromosome 11, NC_000011.10 (6612766..6619461, complement)"	"endopeptidase activity///endopeptidase activity///metal ion binding///peptidase activity///peptide binding///protein binding///serine-type endopeptidase activity///serine-type peptidase activity///tripeptidyl-peptidase activity///tripeptidyl-peptidase activity"	"IRE1-mediated unfolded protein response///bone resorption///central nervous system development///epithelial cell differentiation///lipid metabolic process///lysosome organization///nervous system development///neuromuscular process controlling balance///peptide catabolic process///protein catabolic process///proteolysis"	"extracellular exosome///lysosomal lumen///lysosome///lysosome///melanosome///mitochondrion"	"GO:0004175///GO:0004175///GO:0046872///GO:0008233///GO:0042277///GO:0005515///GO:0004252///GO:0008236///GO:0008240///GO:0008240"	"GO:0036498///GO:0045453///GO:0007417///GO:0030855///GO:0006629///GO:0007040///GO:0007399///GO:0050885///GO:0043171///GO:0030163///GO:0006508"	"GO:0070062///GO:0043202///GO:0005764///GO:0005764///GO:0042470///GO:0005739"	0.526864285714286	11.2673265306122	8.63779595069373	9.51949862925714e-14	1.98106716161484e-11	20.8895984746463
"7912374"	7912374	"spermidine synthase"	"SRM"	"6723"	""	""	""	"Homo sapiens spermidine synthase (SRM), mRNA///Homo sapiens spermidine synthase, mRNA (cDNA clone MGC:8422 IMAGE:2820975), complete cds///Homo sapiens spermidine synthase, mRNA (cDNA clone MGC:45687 IMAGE:5420683), complete cds///Human spermidine synthase mRNA, complete cds"	"63253297///33875279///21620020///531201"	"NM_003132///BC000309///BC033106///M34338"	NA	NA	"chr1:11114646-11120091"	"1p36-p22"	"Chromosome 1, NC_000001.11 (11054592..11060053, complement)"	"protein binding///protein homodimerization activity///spermidine synthase activity///spermidine synthase activity"	"polyamine metabolic process///spermidine biosynthetic process///spermidine biosynthetic process"	"cytosol"	"GO:0005515///GO:0042803///GO:0004766///GO:0004766"	"GO:0006595///GO:0008295///GO:0008295"	"GO:0005829"	0.444655476190473	9.93072326530612	8.63618010954441	9.59685279181658e-14	1.98476029446656e-11	20.8817127344078
"7913571"	7913571	"heterogeneous nuclear ribonucleoprotein R"	"HNRNPR"	"10236"	""	""	""	"Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 4, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 1, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 3, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 2, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R mRNA, complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein R, mRNA (cDNA clone MGC:2039 IMAGE:3139052), complete cds///Homo sapiens mRNA; cDNA DKFZp686O0665 (from clone DKFZp686O0665); complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein-R2 mRNA, complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 5, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 7, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 6, mRNA"	"662236849///662236846///662236848///662236847///2697102///33990767///31874601///85681818///662236850///662236852///662236854"	"NM_001102397///NM_001102398///NM_001102399///NM_005826///AF000364///BC001449///BX538163///DQ351905///NM_001297620///NM_001297621///NM_001297622"	NA	NA	"chr1:23636016-23670815"	"1p36.12"	"Chromosome 1, NC_000001.11 (23304688..23344650, complement)"	"RNA binding///mRNA 3'-UTR binding///nucleotide binding///poly(A) RNA binding///protein binding"	"circadian rhythm///gene expression///mRNA destabilization///mRNA processing///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///negative regulation of catalytic activity///positive regulation of mRNA catabolic process"	"axon terminus///catalytic step 2 spliceosome///dendrite///endoplasmic reticulum///growth cone///intracellular ribonucleoprotein complex///NOT nucleolus///nucleoplasm///nucleoplasm///spliceosomal complex"	"GO:0003723///GO:0003730///GO:0000166///GO:0044822///GO:0005515"	"GO:0007623///GO:0010467///GO:0061157///GO:0006397///GO:0000398///GO:0000398///GO:0043086///GO:0061014"	"GO:0043679///GO:0071013///GO:0030425///GO:0005783///GO:0030426///GO:0030529///NOT GO:0005730///GO:0005654///GO:0005654///GO:0005681"	-0.400837619047614	9.73781704081633	-8.6297947341842	9.90871747125618e-14	2.03660842987912e-11	20.8505521984319
"7957242"	7957242	"ataxin 7 like 3B"	"ATXN7L3B"	"552889"	""	""	""	"Homo sapiens ataxin 7 like 3B (ATXN7L3B), mRNA"	"210147442"	"NM_001136262"	NA	NA	"chr12:74931607-74935232"	"12q21"	"Chromosome 12, NC_000012.12 (74537771..74541452)"	""	""	""	""	""	""	-0.295065714285714	8.63739295918367	-8.62449562555993	1.01751872753098e-13	2.07485974035421e-11	20.8246948393842
